name,brand,type,gender,age,budget,category,use_time,skin_types,skin_concerns,texture,fragrance_free,alcohol_free,ingredients,price,purchase_link,image_url,instructions
Balsamo per le labbra delicato,Lavera,lipBalm,unisex,all,midRange,optional,morning;night,sensitive;dry;normal,dryness,balm,FALSE,FALSE,Organic_almond:Nourishing;Organic_mallow:Soothing,2.99,https://www.lavera.it/balsamo-per-le-labbra-delicato-4021457656028,,Apply to lips repeatedly for hydration and a hint of color.
basis sensitiv Crema Idratante Antirughe Q10,Lavera,faceCream,unisex,mature,midRange,core,morning,normal;dry,fine_lines;wrinkles,cream,FALSE,FALSE,Coenzima_Q10:Anti-aging;Organic_jojoba:Moisturizing,15.29,https://www.lavera.it/basis-sensitiv-crema-idratante-antirughe-q10-4021457638321,,"Apply each morning to clean face, as a base for makeup."
Glow by Nature Liquid Illuminating Refiner,Lavera,primer,unisex,all,midRange,core,morning,all,dullness;fine_lines,liquid,FALSE,FALSE,Vitamin_C:Brightening;Q10:Antioxidant,14.99,https://www.lavera.it/glow-by-nature-liquid-illuminating-refiner-4021457664344,,Apply after moisturizer for a radiant base or mix with foundation.
Neutral Ultra Sensitive Fluido per il viso,Lavera,moisturizer,unisex,all,midRange,core,morning;night,sensitive;dry,redness;dryness,lotion,TRUE,FALSE,Organic_evening_primrose:Soothing;Organic_night_primrose:Protective,16.49,https://www.lavera.it/neutral-ultra-sensitive-fluido-per-il-viso-4021457637782,,Apply gently to face morning and evening.
basis sensitiv Crema Contorno Occhi Antirughe,Lavera,eyeCream,unisex,young;mature,midRange,special,morning;night,sensitive;dry;normal,fine_lines;dark_circles,cream,FALSE,FALSE,Organic_mallow:Soothing;Coenzima_Q10:Anti-aging,12.19,https://www.lavera.it/basis-sensitive-crema-contorno-occhi-antirughe-q10-4021457663965,,Pat around eye area morning and night.
LOZIONE SOLARE SENSITIVE KIDS SPF 50,Lavera,sunscreen,unisex,kids,midRange,core,morning,sensitive;all,sun_damage;dryness,lotion,TRUE,TRUE,Organic_sunflower_oil:Moisturizing;Zinc_oxide:UV_filter,15.99,https://www.lavera.it/lozione-solare-sensitive-kids-spf-50-4021457657056,,Apply generously to children's skin before sun exposure; reapply frequently.
Crema Da Notte Rassodante,Lavera,faceCream,unisex,mature,midRange,treatment,night,dry;mature,fine_lines;loss_of_firmness,cream,FALSE,FALSE,Bakuchiol:Regenerating;Triple_hyaluronic_acid:Hydrating,21.99,https://www.lavera.it/crema-da-notte-rassodante-4021457649228,,Apply nightly to clean face and neck for overnight firming.
basis sensitiv Crema da Notte Antirughe Q10,Lavera,faceCream,unisex,mature,midRange,treatment,night,normal;dry,wrinkles;dryness,cream,FALSE,FALSE,Coenzyme_Q10:Anti-aging;Shea_butter:Moisturizing,16.49,https://www.lavera.it/basis-sensitiv-crema-da-notte-antirughe-q10-4021457638352,,Apply nightly to clean face to reduce wrinkles.
basis sensitiv Schiuma detergente,Lavera,cleanser,unisex,all,midRange,core,morning;night,all,dryness;dehydration,foam,TRUE,TRUE,Organic_aloe_vera:Hydrating;Plant_keratin:Protective,7.19,https://www.lavera.it/basis-sensitive-schiuma-detergente-4021457663941,,"Shake before use. Gently massage the cleansing foam into a damp face, neck, and décolleté, and rinse with warm water."
Glow by Nature Siero,Lavera,serum,unisex,all,midRange,treatment,morning;night,all,dullness;fine_lines,liquid,FALSE,FALSE,Vitamin_C:Brightening;Q10:Firming,19.99,https://www.lavera.it/glow-by-nature-siero-4021457650231,,Apply a few drops to face before moisturizer.
Glow by Nature Crema da giorno,Lavera,faceCream,unisex,all,midRange,core,morning,all,dullness;fine_lines,cream,FALSE,FALSE,Vitamin_C:Brightening;Q10:Antioxidant,19.99,https://www.lavera.it/glow-by-nature-crema-da-giorno-4021457650873,,Apply each morning to face after cleansing.
Cream Contorno Occhi Rassodante,Lavera,eyeCream,unisex,mature,midRange,special,morning;night,sensitive;dry;normal,fine_lines;wrinkles,cream,FALSE,FALSE,hyaluronic_acid:Hydration;bakuchiol:Anti-aging,21.99,https://www.lavera.it/cream-contorno-occhi-rassodante-4021457649259,,Apply firming eye cream morning and night.
Maschera Rassodante,Lavera,faceMask,unisex,mature,midRange,treatment,morning;night,sensitive;dry;normal,fine_lines;wrinkles,mask,FALSE,FALSE,hyaluronic_acid:Hydration;bakuchiol:Anti-aging,7.69,https://www.lavera.it/maschera-rassodante-data-di-scadenza-01.11.2025-4021457649310,,Use firming mask weekly for lifting effect.
PURE BEAUTY Fluido Anti-Imperfezioni,Lavera,spotTreatment,unisex,young,midRange,treatment,morning;night,combination;oily,acne;oiliness,gel,FALSE,FALSE,mint:Refreshing;salicylic_acid:Exfoliating,8.67,https://www.lavera.it/pure-beauty-fluido-anti-imperfezioni-data-di-scadenza-01.01.2026-4021457639571,,Apply anti-imperfection fluid to clean skin.
Re-Energizing Sleeping Cream,Lavera,faceCream,unisex,mature,midRange,treatment,night,all,dullness;fine_lines,cream,FALSE,FALSE,Organic_grape:Antioxidant;Vitamin_E:Renewing,17.79,https://www.lavera.it/re-energizing-sleeping-cream-4021457658282,,Use as a night cream to revitalize skin overnight.
Straffende Hyaluron-Maske,Lavera,hydratingMask,unisex,young;mature,midRange,treatment,morning;night,normal;dry;combination,dehydration,mask,FALSE,FALSE,hyaluronic_acid:Hydration,7.69,https://www.lavera.it/maschera-rassodante-data-di-scadenza-01.11.2025-4021457649310,,Use hyaluron mask once or twice weekly.
basis sensitiv Crema notte lenitiva,Lavera,soothingCream,unisex,young;mature,midRange,special,morning;night,sensitive;dry;normal,redness;dehydration,cream,FALSE,FALSE,aloe_vera:Soothing;almond_oil:Nourishing;shea_butter:Moisturizing,13.1,https://www.lavera.it/basis-sensitiv-crema-notte-idratante-lenitiva-4021457652495,,Apply at night for soothing hydration.
Fluido anti-UV SPF 30,Lavera,sunscreen,unisex,all,midRange,core,morning,all,sun_damage,fluid,FALSE,FALSE,Organic_aloevera:Hydrating;Mineral_UV_filters:Protecting,13.94,https://www.lavera.it/fluido-anti-uv-spf-30,,Use every morning as last skincare step for daily UV protection.
Hydro Refresh Roll-On Contorno Occhi,Lavera,eyeGel,unisex,all,midRange,special,morning;night,all,puffiness;dark_circles,gel,FALSE,FALSE,Organic_cucumber:De-puffing;Hyaluronic_acid:Hydrating,12.99,https://www.lavera.it/hydro-refresh-roll-on-contorno-occhi,,Roll under the eye area twice daily to refresh and hydrate.
basis sensitiv Crema idratante,Lavera,faceCream,unisex,all,midRange,core,morning;night,sensitive;dry;normal,dryness;redness,cream,TRUE,TRUE,Organic_aloe_vera:Moisturizing;Organic_almond_oil:Soothing,9.99,https://www.lavera.it/basis-sensitiv-crema-idratante,,"Apply daily to face for gentle, soothing moisture."
PURE BEAUTY Gel Anti-Imperfezioni,Lavera,spotTreatment,unisex,young,midRange,treatment,morning;night,combination;oily,acne,gel,FALSE,FALSE,Willow_bark:Purifying;Mint:Cooling,5.99,https://www.lavera.it/pure-beauty-gel-anti-imperfezioni,,Apply directly on blemishes one or more times daily.
Hydro Refresh Siero,Lavera,serum,unisex,all,midRange,treatment,morning;night,all,dryness;dehydration,gel,FALSE,FALSE,Organic_algae:Hydrating;Hyaluronic_acid:Moisture_boost,14.99,https://www.lavera.it/hydro-refresh-siero,,"Apply to cleansed face before moisturizer, morning and evening."
basis sensitiv Lozione viso delicata,Lavera,toner,unisex,all,midRange,core,morning;night,sensitive;all,redness,liquid,TRUE,TRUE,Organic_hamamelis:Soothing;Organic_mallow:Hydrating,7.49,https://www.lavera.it/basis-sensitiv-lozione-viso-delicata,,"After cleansing, sweep over face with cotton pad."
Illuminating Eye Cream Perle,Lavera,eyeCream,unisex,all,midRange,special,morning;night,all,dark_circles;dullness,cream,FALSE,FALSE,Pearl_extract:Illuminating;Hyaluronic_acid:Hydrating,15.89,https://www.lavera.it/illuminating-eye-cream-perle,,Gently pat around eyes to brighten and hydrate.
Re-Energizing Sleeping Trattamento occhi,Lavera,eyeCream,unisex,mature,midRange,special,night,sensitive;all,dark_circles;fine_lines,cream,FALSE,FALSE,Organic_grape:Antioxidant;Vitamin_E:Regenerating,18.49,https://www.lavera.it/re-energizing-sleeping-trattamento-occhi,,Apply nightly to eye contour to reduce signs of fatigue.
basis sensitiv Crema notte idratante lenitiva,Lavera,faceCream,unisex,all,midRange,treatment,night,sensitive;dry,redness;dryness,cream,TRUE,TRUE,Organic_aloe_vera:Calming;Organic_almond:Protective,13.79,https://www.lavera.it/basis-sensitiv-crema-notte-idratante-lenitiva-4021457652495,,Massage gently into face each night to soothe and hydrate.
Hydro Refresh Spray Trattamento Viso,Lavera,serum,unisex,young;mature,midRange,hydration,morning;night,normal;combination;dry,dehydration,spray,FALSE,FALSE,hyaluronic_acid:Hydration;aloe_vera:Soothing,10.99,https://www.lavera.it/hydro-refresh-spray-trattamento-viso,,Spray on face for instant hydration.
Hydro Refresh Crema Gel,Lavera,moisturizer,unisex,young;mature,midRange,hydration,morning;night,normal;combination;dry,dehydration;oiliness,gel,FALSE,FALSE,hyaluronic_acid:Hydration;aloe_vera:Soothing,17.99,https://www.lavera.it/hydro-refresh-crema-gel,,Apply gel-cream morning and/or night.
Barrier Balance Crema da notte,Lavera,barrierCream,unisex,young;mature,midRange,special,night,sensitive;dry;normal,redness;dehydration,cream,FALSE,FALSE,prebiotics:Microbiome Support;green_tea:Antioxidant;shea_butter:Moisturizing,17.49,https://www.lavera.it/barrier-balance-crema-da-notte,,Use at night to strengthen skin barrier.
Barrier Balance Crema da giorno,Lavera,barrierCream,unisex,young;mature,midRange,special,morning,sensitive;dry;normal,redness;dehydration,cream,FALSE,FALSE,prebiotics:Microbiome Support;green_tea:Antioxidant;shea_butter:Moisturizing,16.19,https://www.lavera.it/barrier-balance-crema-da-giorno,,Apply daily for barrier support.
Hydro Refresh Acqua Micellare,Lavera,micellarWater,unisex,young,midRange,core,morning;night,normal;combination;dry,dehydration,lotion,FALSE,FALSE,hyaluronic_acid:Hydration;aloe_vera:Soothing,10.99,https://www.lavera.it/hydro-refresh-acqua-micellare,,Use micellar water with cotton pad to remove makeup.
Glow by Nature Fluido Anti-UV SPF 50,Lavera,sunscreen,unisex,young;mature,midRange,core,morning,oily;combination;dry;normal;sensitive;mature,sun_damage,lotion,FALSE,FALSE,zinc_oxide_or_filters:Sun Protection,16.29,https://www.lavera.it/glow-by-nature-fluido-anti-uv-spf-50,,Apply SPF 50 fluid before sun exposure.
Barrier Balance Siero,Lavera,serum,unisex,young;mature,midRange,special,morning;night,sensitive;dry;normal,redness;dehydration,gel,FALSE,FALSE,prebiotics:Microbiome Support;green_tea:Antioxidant;shea_butter:Moisturizing,17.49,https://www.lavera.it/barrier-balance-siero,,Use barrier repair serum before moisturizer.
Barrier Balance Crema contorno occhi,Lavera,eyeCream,unisex,young;mature,midRange,special,morning;night,sensitive;dry;normal,puffiness;redness,cream,FALSE,FALSE,prebiotics:Microbiome Support;green_tea:Antioxidant;shea_butter:Moisturizing,17.49,https://www.lavera.it/barrier-balance-crema-contorno-occhi,,Apply around eyes for barrier care.
basis sensitive Crema contorno occhi antirughe,Lavera,eyeCream,unisex,young;mature,midRange,special,morning;night,sensitive;dry;normal,fine_lines;dehydration,cream,FALSE,FALSE,aloe_vera:Soothing;almond_oil:Nourishing;shea_butter:Moisturizing,12.19,https://www.lavera.it/basis-sensitive-crema-contorno-occhi-antirughe,,Pat anti-wrinkle eye cream around eyes.
basis sensitive Gel detergente,Lavera,cleanser,unisex,young,midRange,core,morning;night,sensitive;dry;normal,oiliness,gel,FALSE,FALSE,aloe_vera:Soothing;almond_oil:Nourishing;shea_butter:Moisturizing,5.99,https://www.lavera.it/basis-sensitive-gel-detergente,,Use cleansing gel for daily face wash.
Pure Beauty Liquid Refiner,Lavera,poreMinimizer,unisex,young,midRange,treatment,morning;night,combination;oily,pores;oiliness,lotion,FALSE,FALSE,mint:Refreshing;salicylic_acid:Exfoliating,11.29,https://www.lavera.it/pure-beauty-liquid-refiner,,Apply liquid refiner to refine pores.
Pure Beauty 3in1 Detergente Peeling,Lavera,exfoliant,unisex,young,midRange,treatment,morning;night,combination;oily,acne;oiliness,cream,FALSE,FALSE,mint:Refreshing;salicylic_acid:Exfoliating,7.49,https://www.lavera.it/pure-beauty-3in1-detergente-peeling,,Use 3-in-1 cleanser and exfoliant.
Pure Beauty Siero,Lavera,serum,unisex,young,midRange,treatment,morning;night,combination;oily,acne;oiliness,fluid,FALSE,FALSE,mint:Refreshing;salicylic_acid:Exfoliating,12.49,https://www.lavera.it/pure-beauty-siero-4021457661091,,Apply serum to help control blemishes.
basis sensitive Schiuma detergente,Lavera,cleanser,unisex,young,midRange,core,morning;night,sensitive;dry;normal,sensitivity,foam,FALSE,TRUE,aloe_vera:Soothing;almond_oil:Nourishing;shea_butter:Moisturizing,7.19,https://www.lavera.it/basis-sensitive-schiuma-detergente-4021457663941,,"Shake before use. Gently massage the cleansing foam into a damp face, neck, and décolleté, and rinse with warm water."
Glow by Nature Crema 3in1 Vitamina C,Lavera,vitaminC,unisex,young;mature,midRange,treatment,morning;night,normal;dry;combination,dullness,cream,FALSE,FALSE,vitamin_c:Brightening,17.89,https://www.lavera.it/glow-by-nature-crema-3in1-vitamina-c,,Apply triple-action vitamin C cream for glow.
Pure Beauty Spot Treatment,Lavera,spotTreatment,unisex,young,midRange,treatment,night,combination;oily,acne,cream,FALSE,FALSE,mint:Refreshing;salicylic_acid:Exfoliating,7.49,https://www.lavera.it/pure-beauty-spot-treatment,,Apply directly to blemishes as needed.
basis sensitive Latte detergente,Lavera,cleanser,unisex,young,midRange,core,morning;night,sensitive;dry;normal,dehydration,cream,FALSE,FALSE,aloe_vera:Soothing;almond_oil:Nourishing;shea_butter:Moisturizing,6.59,https://www.lavera.it/basis-sensitive-latte-detergente-4021457663934,,"Apply morning and evening to the face, neck, and décolleté and rinse with warm water. Remove makeup from eyelids and lashes by pouring a small amount of cleansing milk onto a cotton pad."
basis sensitive Crema notte lenitiva,Lavera,soothingCream,unisex,young;mature,midRange,special,night,sensitive;dry;normal,dehydration;dryness,cream,FALSE,FALSE,aloe_vera:Soothing;almond_oil:Nourishing;shea_butter:Moisturizing,13.1,https://www.lavera.it/basis-sensitiv-crema-notte-idratante-lenitiva-4021457652495,,Apply soothing night cream at bedtime.
basis sensitive Crema idratante antirughe Q10,Lavera,faceCream,unisex,mature,midRange,core,morning,normal;dry,fine_lines;wrinkles,cream,FALSE,FALSE,Coenzyme_Q10:Anti-aging;Aloe_vera:Hydrating,11.15,https://www.lavera.it/basis-sensitive-crema-idratante-antirughe-q10,,Apply every morning to help prevent fine lines.
Glow By Nature Siero Booster Vitamina C,Lavera,serum,unisex,all,midRange,treatment,morning;night,all,dullness;uneven_tone,liquid,FALSE,FALSE,Vitamin_C:Brightening;Hyaluronic_acid:Hydrating,21.99,https://www.lavera.it/glow-by-nature-siero-booster-vitamina-c,,"Apply a few drops onto face after cleansing, before cream."
Glow by Nature Illuminating Eye Cream,Lavera,eyeCream,unisex,all,midRange,special,morning;night,all,dark_circles;fine_lines,cream,FALSE,FALSE,Vitamin_C:Brightening;Pearl_extract:Illuminating,15.99,https://www.lavera.it/glow-by-nature-illuminating-eye-cream,,Tap gently around eyes to illuminate and hydrate.
basis sensitive Crema idratante,Lavera,faceCream,unisex,all,midRange,core,morning;night,normal;dry,dryness;redness,cream,TRUE,TRUE,Organic_jojoba:Moisturizing;Organic_aloe_vera:Hydrating,11.2,https://www.lavera.it/basis-sensitive-crema-idratante,,Use daily for natural soothing hydration.
basis sensitive Crema idratante nutriente,Lavera,faceCream,unisex,all,midRange,core,morning,dry,dryness;elasticity,cream,FALSE,FALSE,Organice_aloe_vera:Moisturizing;Organice_shea_butter:Moisturizing,12.63,https://www.lavera.it/basis-sensitiv-crema-idratante-nutriente-4021457649990,,Apply the product in the morning on previously cleansed facial skin and massage gently.
MY AGE Trattamento giorno rassodante (Data di scadenza 01.12.2025),Lavera,faceCream,unisex,senior,midRange,core,morning,mature;dry,hyperpigmentation;wrinkles,cream,FALSE,FALSE,Organic_hibiscus:Firming;Plant_ceramides:Regenerating,16.79,https://www.lavera.it/my-age-trattamento-giorno-rassodante-data-di-scadenza-01.12.2025-4021457635511,,Apply every morning to cleansed face and neck.
basis sensitiv Crema contorno occhi antirughe Q10,Lavera,eyeCream,unisex,mature,midRange,special,morning;night,all,fine_lines;dryness,cream,TRUE,FALSE,Coenzima_Q10:Anti-aging;Organic_shea_butter:Nourishing,12.19,https://www.lavera.it/basis-sensitiv-crema-contorno-occhi-antirughe-q10-4021457663965,,Pat gently around eyes every morning and night.
Crema contorno occhi rassodante,Lavera,eyeCream,unisex,mature,midRange,special,morning;night,all,fine_lines;loss_of_firmness,cream,FALSE,FALSE,Bakuchiol:Firming;Hyaluronic_acid:Plumping,17.49,https://www.lavera.it/cream-contorno-occhi-rassodante-4021457649259,,Gently tap around eye area every morning and night.
Maschera rassodante (Data di scadenza 01.11.2025),Lavera,faceMask,unisex,mature,midRange,treatment,night,dry;mature,dryness;loss_of_firmness,mask,FALSE,FALSE,Bakuchiol:Anti-aging;Triple_hyaluronic_acid:Hydrating,7.69,https://www.lavera.it/maschera-rassodante-data-di-scadenza-01.11.2025-4021457649310,,Apply a thin layer to face 1-2 times weekly; leave on 10 minutes then rinse or massage excess.
Pure Beauty Fluido anti-imperfezioni (Data di scadenza 01.01.2026),Lavera,moisturizer,unisex,young,midRange,treatment,morning;night,combination;oily,acne;pores,fluid,FALSE,FALSE,Natural_salicylic_acid:Clarifying;Zinco:Mattifying,11.99,https://www.lavera.it/pure-beauty-fluido-anti-imperfezioni-data-di-scadenza-01.01.2026-4021457639571,,"Apply to clean face, focusing on blemish-prone areas."
