name,brand,type,gender,age,budget,category,use_time,skin_types,skin_concerns,texture,fragrance_free,alcohol_free,ingredients,price,purchase_link,image_url,instructions
basis sensitive Crema idratante antirughe Q10,Lavera,faceCream,unisex,mature,midRange,core,morning,normal;dry,fine_lines;wrinkles,cream,FALSE,FALSE,Coenzyme_Q10:Anti-aging;Aloe_vera:Hydrating,11.15,https://www.lavera.it/basis-sensitive-crema-idratante-antirughe-q10,,Apply every morning to help prevent fine lines.
Glow By Nature Siero Booster Vitamina C,Lavera,serum,unisex,all,midRange,treatment,morning;night,all,dullness;uneven_tone,liquid,FALSE,FALSE,Vitamin_C:Brightening;Hyaluronic_acid:Hydrating,21.99,https://www.lavera.it/glow-by-nature-siero-booster-vitamina-c,,"Apply a few drops onto face after cleansing, before cream."
Glow by Nature Illuminating Eye Cream,Lavera,eyeCream,unisex,all,midRange,special,morning;night,all,dark_circles;fine_lines,cream,FALSE,FALSE,Vitamin_C:Brightening;Pearl_extract:Illuminating,15.99,https://www.lavera.it/glow-by-nature-illuminating-eye-cream,,Tap gently around eyes to illuminate and hydrate.
basis sensitive Crema idratante,Lavera,faceCream,unisex,all,midRange,core,morning;night,normal;dry,dryness;redness,cream,TRUE,TRUE,Organic_jojoba:Moisturizing;Organic_aloe_vera:Hydrating,11.2,https://www.lavera.it/basis-sensitive-crema-idratante,,Use daily for natural soothing hydration.
basis sensitive Crema idratante nutriente,Lavera,faceCream,unisex,all,midRange,core,morning,dry,dryness;elasticity,cream,FALSE,FALSE,Organice_aloe_vera:Moisturizing;Organice_shea_butter:Moisturizing,12.63,https://www.lavera.it/basis-sensitiv-crema-idratante-nutriente-4021457649990,,Apply the product in the morning on previously cleansed facial skin and massage gently.
MY AGE Trattamento giorno rassodante (Data di scadenza 01.12.2025),Lavera,faceCream,unisex,senior,midRange,core,morning,mature;dry,hyperpigmentation;wrinkles,cream,FALSE,FALSE,Organic_hibiscus:Firming;Plant_ceramides:Regenerating,16.79,https://www.lavera.it/my-age-trattamento-giorno-rassodante-data-di-scadenza-01.12.2025-4021457635511,,Apply every morning to cleansed face and neck.
basis sensitiv Crema contorno occhi antirughe Q10,Lavera,eyeCream,unisex,mature,midRange,special,morning;night,all,fine_lines;dryness,cream,TRUE,FALSE,Coenzima_Q10:Anti-aging;Organic_shea_butter:Nourishing,12.19,https://www.lavera.it/basis-sensitiv-crema-contorno-occhi-antirughe-q10-4021457663965,,Pat gently around eyes every morning and night.
Crema contorno occhi rassodante,Lavera,eyeCream,unisex,mature,midRange,special,morning;night,all,fine_lines;loss_of_firmness,cream,FALSE,FALSE,Bakuchiol:Firming;Hyaluronic_acid:Plumping,17.49,https://www.lavera.it/cream-contorno-occhi-rassodante-4021457649259,,Gently tap around eye area every morning and night.
Maschera rassodante (Data di scadenza 01.11.2025),Lavera,faceMask,unisex,mature,midRange,treatment,night,dry;mature,dryness;loss_of_firmness,mask,FALSE,FALSE,Bakuchiol:Anti-aging;Triple_hyaluronic_acid:Hydrating,7.69,https://www.lavera.it/maschera-rassodante-data-di-scadenza-01.11.2025-4021457649310,,Apply a thin layer to face 1-2 times weekly; leave on 10 minutes then rinse or massage excess.
Pure Beauty Fluido anti-imperfezioni (Data di scadenza 01.01.2026),Lavera,moisturizer,unisex,young,midRange,treatment,morning;night,combination;oily,acne;pores,fluid,FALSE,FALSE,Natural_salicylic_acid:Clarifying;Zinco:Mattifying,11.99,https://www.lavera.it/pure-beauty-fluido-anti-imperfezioni-data-di-scadenza-01.01.2026-4021457639571,,"Apply to clean face, focusing on blemish-prone areas."
